"Item ID","Item Type Name","Icon Path","Perk1","Perk2","Perk3","Perk4"
"Artifact_Set1_2hMusket","Musket","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/2hmuskets3artifacts.webp","PerkID_Artifact_Set1_Musket","PerkID_Gem_EmptyGemSlot","PerkID_Ability_Musket_Traps","PerkID_Ability_Musket_StickyBomb"
"Artifact_Set1_1hRoundShield","Round Shield","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/1hroundshields3artifacts.webp","PerkID_Artifact_Set1_RoundShield","PerkID_Ability_Shield_ShieldBash","PerkID_Ability_Shield_ShieldRush","PerkID_Weapon_EmpowerOnCrit"
"Artifact_Set1_1hKiteShield","Kite Shield","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/1hkiteshields3artifacts.webp","PerkID_Artifact_Set1_KiteShield","PerkID_Shield_Kite_OnBlockDmg","PerkID_Shield_Kite_OnBlockHeal","PerkID_Weapon_HealOnDmg"
"Artifact_Set1_1hTowerShield","Tower Shield","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/1htowershields3artifacts.webp","PerkID_Artifact_Set1_TowerShield","PerkID_Artifact_Set1_TowerPerk","PerkID_WeaponMelee_BlockingStam","PerkID_Weapon_FortifyOnCrit"
"Artifact_Set1_2hStaffFire","Fire Staff","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/2hfirestaffs3artifacts.webp","PerkID_Artifact_Set1_FireStaff","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_EmpowerOnCrit","PerkID_Weapon_DmgCrit"
"Artifact_Set1_2hStaffLife","Life Staff","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/2hlifestaffs3artifacts.webp","PerkID_Artifact_Set1_LifeStaff","PerkID_Ability_LifeStaff_Beacon","PerkID_Weapon_CDRBasic","PerkID_Weapon_DmgBasic"
"Artifact_Set1_2hSpear","Spear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/2hspears3artifacts.webp","PerkID_Artifact_Set1_Spear","PerkID_Gem_EmptyGemSlot","PerkID_Ability_Spear_Javelin","PerkID_Weapon_Melee_ChargedHeavy_DMG"
"Artifact_Set1_1hRapier","Rapier","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/1hrapiers3artifacts.webp","PerkID_Artifact_Set1_Rapier","PerkID_Gem_EmptyGemSlot","PerkID_Ability_Rapier_FlourishAndFinish","PerkID_Ability_Rapier_Tondo"
"Artifact_Set1_1hGauntletIce","Ice Gauntlet","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/2hicegauntlets3artifacts.webp","PerkID_Artifact_Set1_IceGauntlet","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_DmgCrit","PerkID_Weapon_CDRBasic"
"Artifact_Set1_1hGauntletVoid","Void Gauntlet","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/2hvoidgauntlets3artifacts.webp","PerkID_Artifact_Set1_VoidGauntlet","PerkID_Weapon_CritChance","PerkID_Weapon_HealOnDmg","PerkID_Weapon_CDRBasic"
"Artifact_Set1_2hBlunderbuss","Blunderbuss","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/2hblunderbusss3artifacts.webp","PerkID_Artifact_Set1_Blunderbuss","PerkID_Artifact_Set1_BlunderbussPerk","PerkID_Weapon_Disease_OnLowHP_Crit","PerkID_Weapon_CritChance"
"Artifact_Set1_2hGreatSword","Greatsword","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/2hgreatswords3artifacts.webp","PerkID_Artifact_Set1_Greatsword","PerkID_Weapon_Melee_ChargedHeavy_DMG","PerkID_Weapon_Melee_ChargedHeavy_Crit","PerkID_Weapon_CDRBasic"
"Artifact_Set1_1hFlail","Flail","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/1hflails3artifacts.webp","PerkID_Artifact_Set1_Flail","PerkID_Artifact_Set1_FlailPerk","PerkID_Weapon_HealOnDmg","PerkID_Weapon_CDRBasic"
"Artifact_Set1_Earring1","Earring","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/angryearthearring30.webp","PerkID_Artifact_Set1_Earring1","PerkID_Gem_EmptyGemSlot","PerkID_Earring_OnPotionDmg","PerkID_Earring_OnPotionFort"
"Artifact_Set1_Ring1","Ring","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/corruptedring20.webp","PerkID_Artifact_Set1_Ring1","PerkID_Gem_EmptyGemSlot","PerkID_Ring_HealperDmg","PerkID_Ring_MaxStamina"
"Artifact_Set1_Amulet1","Amulet","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/lostamulet10.webp","PerkID_Artifact_Set1_Amulet1","PerkID_Gem_EmptyGemSlot","PerkID_Amulet_RemoveOnLow","PerkID_Amulet_HP"
"Artifact_Set1_Amulet2","Amulet","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/corruptedamulet30.webp","PerkID_Artifact_Set1_Amulet2","PerkID_Gem_EmptyGemSlot","PerkID_Amulet_Healing","PerkID_Amulet_HP"
"Artifact_Set2_HeavyChest","Heavy Chestwear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_s7artifacts_survivorscoat_chest.webp","PerkID_Artifact_Set2_HeavyChest","PerkID_Gem_EmptyGemSlot","PerkID_Armor_DefBasic","PerkID_Common_CDR"
"Artifact_Set2_HeavyHands","Heavy Glove","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_season5artifacts_gravitygauntlets_gloves.webp","PerkID_Artifact_Set2_HeavyHands","PerkID_Gem_EmptyGemSlot","PerkID_Armor_Health","PerkID_Armor_DefBasic"
"Artifact_Set2_HeavyLegs","Heavy Legwear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_season5artifacts_stabilitypants_legs.webp","PerkID_Artifact_Set2_HeavyLegs","PerkID_Gem_EmptyGemSlot","PerkID_Common_CDR","PerkID_Armor_DefBasic"
"Artifact_Set2_MediumChest","Medium Chestwear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_season5artifacts_natureswrath_chest.webp","PerkID_Artifact_Set2_MediumChest","PerkID_Gem_EmptyGemSlot","PerkID_Common_CDR","PerkID_Armor_DefBasic"
"Artifact_Set2_MediumHands","Medium Glove","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_s7artifacts_ghostlytouch_gloves.webp","PerkID_Artifact_Set2_MediumHands","PerkID_Gem_EmptyGemSlot","PerkID_Armor_DefBasic","PerkID_Common_CDR"
"Artifact_Set2_MediumLegs","Medium Legwear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_s7artifacts_azothconductors_legs.webp","PerkID_Artifact_Set2_MediumLegs","PerkID_Gem_EmptyGemSlot","PerkID_Common_CDR","PerkID_Armor_Health"
"Artifact_Set2_LightHead","Light Headwear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_s7artifacts_cowlofpower_head.webp","PerkID_Artifact_Set2_LightHead","PerkID_Gem_EmptyGemSlot","PerkID_Armor_DefBasic","PerkID_Armor_Health"
"Artifact_Set2_LightFeet","Light Footwear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_season5artifacts_creedboots_feet.webp","PerkID_Artifact_Set2_LightFeet","PerkID_Gem_EmptyGemSlot","PerkID_Common_CDR","PerkID_Armor_DurCC"
"Artifact_Set2_MediumHead","Medium Headwear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_season8artifactsoldcrown_head.webp","PerkID_Artifact_Set2_MediumHead","PerkID_RuneglassGem_CruelSub_Stamina","PerkID_Artifact_Set2_MediumHead_PhysGem","PerkID_Artifact_Set2_MediumHead_ElemGem"
"Artifact_Set2_LightChest","Light Chestwear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_season8artifactsvampiresvestments_chest.webp","PerkID_Artifact_Set2_LightChest","PerkID_Gem_EmptyGemSlot","PerkID_Armor_Health","PerkID_PvP_Armor_DodgeSuccess_Heal"
"Artifact_Set2_LightHands","Light Glove","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_s8artifactslich_gloves.webp","PerkID_Artifact_Set2_LightHands","PerkID_Gem_EmptyGemSlot","PerkID_Armor_RangeDefense_Elemental","PerkID_Armor_DefBasic"
"Artifact_Set2_HeavyFeet","Heavy Footwear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_s8artifactsrunicgreeves_feet.webp","PerkID_Artifact_Set2_HeavyFeet","PerkID_Gem_EmptyGemSlot","PerkID_Armor_HercyneRaid_1","PerkID_Armor_RangeDefense_Elemental"
"Artifact_Set2_1hThrowingAxe","Hatchet","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/1hhatchetseason5artifactst5.webp","PerkID_Artifact_Set2_Hatchet","PerkID_Artifact_Set2_HatchetPerk","PerkID_Weapon_bleedoncrit","PerkID_Weapon_CDRBasic"
"Artifact_Set2_2hWarhammer","War Hammer","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss7_warhammer.webp","PerkID_Artifact_Set2_Warhammer","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_HealOnDmg","PerkID_Weapon_Melee_ChargedHeavy_Heal"
"Artifact_Set2_2hGreatAxe","Great Axe","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/2hgreataxeseason5artifactst5.webp","PerkID_Artifact_Set2_Greataxe","PerkID_Artifact_Set2_GreatAxePerk","PerkID_Weapon_CDRBasic","perkid_ability_greataxe_whirlwind"
"Artifact_Set2_2hBow","Bow","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss6_bow.webp","PerkID_Artifact_Set2_Bow","PerkID_Artifact_Set2_BowPerk","PerkID_Weapon_CDRBasic","PerkID_Weapon_DmgBasic"
"Artifact_Set2_2hMusket","Musket","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss6_musket.webp","PerkID_Artifact_Set2_Musket","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_BleedonCrit","PerkID_Weapon_DmgCrit"
"Artifact_Set2_2hStaffFire","Fire Staff","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss6_firestaff.webp","PerkID_Artifact_Set2_FireStaff","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_bleedoncrit","PerkID_Weapon_CDRBasic"
"Artifact_Set2_2hStaffLife","Life Staff","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss6_lifestaff.webp","PerkID_Artifact_Set2_LifeStaff","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_CDRBasic","PerkID_WeaponLife_HealOutgoing"
"Artifact_Set2_2hSpear","Spear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/2hspearseason5artifactst5.webp","PerkID_Artifact_Set2_Spear","PerkID_Gem_EmptyGemSlot","perkid_weapon_melee_chargedheavy_crit","PerkID_Weapon_Melee_ChargedHeavy_DMG"
"Artifact_Set2_1hRapier","Rapier","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss6_rapier.webp","PerkID_Artifact_Set2_Rapier","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_Melee_ChargedHeavy_DMG","PerkID_Weapon_CDRBasic"
"Artifact_Set2_1hGauntletIce","Ice Gauntlet","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss6_icegauntlet.webp","PerkID_Artifact_Set2_IceGauntlet","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_CDRBasic","PerkID_Weapon_DmgCrit"
"Artifact_Set2_1hGauntletVoid","Void Gauntlet","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss6_voidgauntlet.webp","PerkID_Artifact_Set2_VoidGauntlet","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_CDRBasic","PerkID_Weapon_CritChance"
"Artifact_Set2_2hGreatSword","Greatsword","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss7_greatsword.webp","PerkID_Artifact_Set2_Greatsword","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_DmgCrit","PerkID_Weapon_Hasteoncrit"
"Artifact_Set2_1hFlail","Flail","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss7_flail.webp","PerkID_Artifact_Set2_Flail","PerkID_Gem_EmptyGemSlot","PerkID_Weapon_CDRBasic","PerkID_Weapon_DmgBasic"
"Artifact_Set2_2hBlunderbuss","Blunderbuss","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss8_blunderbuss.webp","PerkID_Artifact_Set2_Blunderbuss","PerkID_Gem_EmptyGemSlot","PerkID_Ability_Blunderbuss_VortexShot","PerkID_Weapon_BleedonCrit"
"Artifact_Set2_1hLongsword","Sword","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss8_sword.webp","PerkID_Artifact_Set2_Sword","PerkId_RuneglassGem_StrikeAdd_Stamina","PerkID_Weapon_CritChance","PerkID_Weapon_FortifyOnCrit"
"Artifact_Set2_1hTowerShield","Tower Shield","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss8_towershield.webp","PerkID_Artifact_Set2_TowerShield","PerkID_WeaponMelee_BlockingStam","PerkID_Armor_DefBasic","PerkID_Weapon_HealOnDmg"
"Artifact_Set2_Earring1","Earring","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/lostearring30.webp","PerkID_Artifact_Set2_Earring1","PerkID_Gem_EmptyGemSlot","PerkID_Earring_OnPotionDmg","PerkID_Earring_OnHeartHeal"
"Artifact_Set2_Ring1","Ring","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/angryearthring21.webp","PerkID_Artifact_Set2_Ring1","PerkID_Gem_EmptyGemSlot","PerkID_Ring_Crit","PerkID_Ring_MaxStamina"
"Artifact_Set2_Amulet1","Amulet","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/ancientamulet13.webp","PerkID_Artifact_Set2_Amulet1","PerkID_Gem_EmptyGemSlot","PerkID_Amulet_RemoveOnLow","PerkID_amulet_stamonlow"
"Artifact_Set3_MediumHead","Medium Headwear","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/armor/m_s9artifactsplagueherald_head.webp","PerkID_Artifact_Set3_MediumHead","PerkID_RuneglassGem_CruelSub_Heal","PerkID_Common_CDR","PerkID_Armor_DurCC"
"Artifact_Set3_2hWarhammer","War Hammer","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss9_warhammer.webp","PerkID_Artifact_Set3_Warhammer","PerkID_Ability_Hammer_ClearOut","PerkID_Weapon_Disease_OnLowHP_Heavy","PerkID_Weapon_Melee_AlternateAttacks"
"Artifact_Set3_2hGreatSword","Greatsword","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/weapon/app_artifactss9_greatsword.webp","PerkID_Artifact_Set3_Greatsword","PerkID_Artifact_Set3_GreatswordPerk","PerkID_Weapon_DmgWithGrit","PerkID_Weapon_RendingStacks"
