"Name","Item ID","Rarity","Icon Path"
"Pirate Monarch's Steering Wheel","House_HousingItem_Entitlement_Pirate_SteeringWheel","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_pirate_steeringwheel.webp"
"Pirate Monarch's Golden Plaque","House_HousingItem_Entitlement_Wall_Pirate_JollyRoger","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_wall_pirate_jollyroger.webp"
"Haunted Candelabra","House_HousingItem_Entitlement_Lighting_Spooky2021_FloatingCandelabra","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_spooky2021_floatingcandelabra.webp"
"Scapegrace Jack’s Lascivious Lantern","House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinFlirty","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_spooky2021_pumpkinflirty.webp"
"Scapegrace Jack’s Happy Lantern","House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinHappy","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_spooky2021_pumpkinhappy.webp"
"Scapegrace Jack’s Frightful Lantern","House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinScary","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_spooky2021_pumpkinscary.webp"
"Scapegrace Jack’s Fatuous Lantern","House_HousingItem_Entitlement_Lighting_Spooky2021_PumpkinSilly","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_spooky2021_pumpkinsilly.webp"
"Bubbling Cauldron","House_HousingItem_Entitlement_Spooky2021_Cauldron","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spooky2021_cauldron.webp"
"The Conjuring Crystal","House_HousingItem_Entitlement_Spooky2021_CrystalBall","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spooky2021_crystalball.webp"
"Vermiculated Curtains","House_HousingItem_Entitlement_Spooky2021_Curtains","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spooky2021_curtains.webp"
"Enchanted Broom","House_HousingItem_Entitlement_Spooky2021_DancingBrooms","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spooky2021_dancingbrooms.webp"
"Potion-Maker’s Kit","House_HousingItem_Entitlement_Spooky2021_PotionSet","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spooky2021_potionset.webp"
"Stolen Gravestone","House_HousingItem_Entitlement_Spooky2021_Tombstone","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spooky2021_tombstone.webp"
"Puppergeist","House_HousingItem_Pet_Entitlement_Ghost_Dog","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_pet_entitlement_ghost_dog.webp"
"Sungleam Throne","House_HousingItem_Entitlement_Chair_Royal2021_Throne01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_chair_royal2021_throne01.webp"
"The Baron's Chandelier","House_HousingItem_Entitlement_Lighting_Royal2021_CeilingLight01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_royal2021_ceilinglight01.webp"
"Resplendency","House_HousingItem_Entitlement_Lighting_Royal2021_TableLight01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_royal2021_tablelight01.webp"
"The Baroness's Light","House_HousingItem_Entitlement_Lighting_Royal2021_WallLight01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_royal2021_walllight01.webp"
"Sunset Baldachin","House_HousingItem_Entitlement_Royal2021_Baldachin01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_royal2021_baldachin01.webp"
"Sunrise Curtains","House_HousingItem_Entitlement_Royal2021_Curtains01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_royal2021_curtains01.webp"
"Aureate Plinth","House_HousingItem_Entitlement_Royal2021_Dias01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_royal2021_dias01.webp"
"Goldenlight Pedestal","House_HousingItem_Entitlement_Royal2021_Pedestal01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_royal2021_pedestal01.webp"
"Convergence Chandelier","House_HousingItem_Entitlement_Lighting_Winter2021_Chandelier","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_winter2021_chandelier.webp"
"Convergence Garland","House_HousingItem_Entitlement_Winter2021_Garland","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_winter2021_garland.webp"
"Convergence Gingerbread Cottage","House_HousingItem_Entitlement_Winter2021_GingerbreadHouse","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_winter2021_gingerbreadhouse.webp"
"Tree of Light","House_HousingItem_Entitlement_Winter2021_HolidayTree","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_winter2021_holidaytree.webp"
"Convergence Mistletoe","House_HousingItem_Entitlement_Winter2021_Mistletoe","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_winter2021_mistletoe.webp"
"Convergence Presents","House_HousingItem_Entitlement_Winter2021_PackagePile_A","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_winter2021_packagepile_a.webp"
"Convergence Poinsettia","House_HousingItem_Entitlement_Winter2021_Poinsettia","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_winter2021_poinsettia.webp"
"Convergence Snowman","House_HousingItem_Entitlement_Winter2021_Snowman","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_winter2021_snowman.webp"
"Convergence Wreath","House_HousingItem_Entitlement_Winter2021_Wreath_A","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_winter2021_wreath_a.webp"
"Festive Deer","House_HousingItem_Pet_Entitlement_Deer_RedNose","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_pet_entitlement_deer_rednose.webp"
"Lunar Hanging Lantern","House_HousingItem_Entitlement_Lighting_LunarNewYear2022_HangingLantern01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_lunarnewyear2022_hanginglantern01.webp"
"Lunar Wall Lanterns","House_HousingItem_Entitlement_Lighting_LunarNewYear2022_StringLanterns01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_lunarnewyear2022_stringlanterns01.webp"
"Lunar Firecrackers","House_HousingItem_Entitlement_LunarNewYear2022_Firecrackers01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lunarnewyear2022_firecrackers01.webp"
"Golden Foo Dog","House_HousingItem_Entitlement_LunarNewYear2022_FooDog01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lunarnewyear2022_foodog01.webp"
"Sunrise Parade Lion Head","House_HousingItem_Entitlement_LunarNewYear2022_LionMask01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lunarnewyear2022_lionmask01.webp"
"Sunset Parade Lion Head","House_HousingItem_Entitlement_LunarNewYear2022_LionMask02","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lunarnewyear2022_lionmask02.webp"
"Warm Red Paper Fans","House_HousingItem_Entitlement_LunarNewYear2022_PaperFan01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lunarnewyear2022_paperfan01.webp"
"Welcoming Red Paper Fans","House_HousingItem_Entitlement_LunarNewYear2022_PaperFan02","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lunarnewyear2022_paperfan02.webp"
"Lunar Tiger Shadowbox","House_HousingItem_Entitlement_LunarNewYear2022_Shadowbox01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lunarnewyear2022_shadowbox01.webp"
"Lunar New Year Tiger","House_HousingItem_Pet_Entitlement_Tiger_NewYear","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_pet_entitlement_tiger_newyear.webp"
"Romantic Swooning Couch","House_HousingItem_Entitlement_Bed_Love2022_Couch01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_bed_love2022_couch01.webp"
"Romantic Heart Chair","House_HousingItem_Entitlement_Chair_Love2022_Chair01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_chair_love2022_chair01.webp"
"Romantic Candelabra","House_HousingItem_Entitlement_Lighting_Love2022_Candelabra01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_love2022_candelabra01.webp"
"Romantic Sconce","House_HousingItem_Entitlement_Lighting_Love2022_Sconce01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_love2022_sconce01.webp"
"Love Letter Desk","House_HousingItem_Entitlement_Love2022_Desk01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_love2022_desk01.webp"
"Tray of Love Potions","House_HousingItem_Entitlement_Love2022_LovePotion01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_love2022_lovepotion01.webp"
"Exotic Bubble Bath","House_HousingItem_Entitlement_Love2022_Tub01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_love2022_tub01.webp"
"Romantic Bouquet","House_HousingItem_Entitlement_Love2022_VaseFlowers01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_love2022_vaseflowers01.webp"
"Black Bear Pelt Rug","House_HousingItem_Entitlement_Rug_Love2022_Rug01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_rug_love2022_rug01.webp"
"Romantic Dinner Table","House_HousingItem_Entitlement_Table_Love2022_Table01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_table_love2022_table01.webp"
"Springtime Rattan Chair","House_HousingItem_Entitlement_Chair_Spring2022_Chair01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_chair_spring2022_chair01.webp"
"Springtime Ceiling Lantern","House_HousingItem_Entitlement_Lighting_Spring2022_CeilingLight01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_spring2022_ceilinglight01.webp"
"Springtime Wall Lantern","House_HousingItem_Entitlement_Lighting_Spring2022_WallLight01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_spring2022_walllight01.webp"
"Springtime Rug","House_HousingItem_Entitlement_Rug_Spring2022_Rug01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_rug_spring2022_rug01.webp"
"Springtime Ceiling Flowers","House_HousingItem_Entitlement_Spring2022_CeilingFlowers01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spring2022_ceilingflowers01.webp"
"Spring Floral Blower","House_HousingItem_Entitlement_Spring2022_ColorCannon01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spring2022_colorcannon01.webp"
"Springtime Curtains","House_HousingItem_Entitlement_Spring2022_Curtains01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spring2022_curtains01.webp"
"Springtime Tub O' Flowers","House_HousingItem_Entitlement_Spring2022_FlowerBasket01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spring2022_flowerbasket01.webp"
"Springtime Rattan Table","House_HousingItem_Entitlement_Spring2022_SideTable01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spring2022_sidetable01.webp"
"Springtime Wreath","House_HousingItem_Entitlement_Spring2022_Wreath01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_spring2022_wreath01.webp"
"Springtime Bunny","House_HousingItem_Pet_Entitlement_Rabbit_Spring","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_pet_entitlement_rabbit_spring.webp"
"Cosmic Armillary Dial","House_HousingItem_Entitlement_FateFortune2022_Armillary01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_fatefortune2022_armillary01.webp"
"Astronomical Astrolabe","House_HousingItem_Entitlement_FateFortune2022_Astrolabe01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_fatefortune2022_astrolabe01.webp"
"Tarot Game Table","House_HousingItem_Entitlement_FateFortune2022_Game01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_fatefortune2022_game01.webp"
"Fateful Hourglass","House_HousingItem_Entitlement_FateFortune2022_Hourglass01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_fatefortune2022_hourglass01.webp"
"Palmistry Statue","House_HousingItem_Entitlement_FateFortune2022_PalmStatue01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_fatefortune2022_palmstatue01.webp"
"Fortune Scrying Table","House_HousingItem_Entitlement_FateFortune2022_ScryingTable01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_fatefortune2022_scryingtable01.webp"
"Zodiac Tapestry","House_HousingItem_Entitlement_FateFortune2022_Tapestry01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_fatefortune2022_tapestry01.webp"
"Astral Chandelier","House_HousingItem_Entitlement_Lighting_FateFortune2022_CeilingLight01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_fatefortune2022_ceilinglight01.webp"
"Pig of Mystery","House_HousingItem_Pet_Entitlement_Pig_Fortune","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_pet_entitlement_pig_fortune.webp"
"Tempting Treasure","House_HousingItem_Entitlement_Animated_RPG2022_MimicChest","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_animated_rpg2022_mimicchest.webp"
"Storyteller's Chair","House_HousingItem_Entitlement_Chair_RPG2022_DragonChair","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_chair_rpg2022_dragonchair.webp"
"Fantastical Seat","House_HousingItem_Entitlement_Chair_RPG2022_ScaleSeat","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_chair_rpg2022_scaleseat.webp"
"Everflame Chandelier","House_HousingItem_Entitlement_Lighting_RPG2022_Ceiling_PhoenixChandelier","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_rpg2022_ceiling_phoenixchandelier.webp"
"Wyrmbreath Sconce","House_HousingItem_Entitlement_Lighting_RPG2022_Wall_DragonSconce","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_rpg2022_wall_dragonsconce.webp"
"Storyteller's Game","House_HousingItem_Entitlement_RPG2022_RPGamingSet","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_rpg2022_rpgamingset.webp"
"Tapestry of the 'Perfect Balance'","House_HousingItem_Entitlement_RPG2022_Wall_Tapestry","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_rpg2022_wall_tapestry.webp"
"Fantastical Table","House_HousingItem_Entitlement_Table_RPG2022_ScaleTable","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_table_rpg2022_scaletable.webp"
"Iron-Song Music Box","House_HousingItem_Entitlement_Animated_Metal2022_MusicBox","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_animated_metal2022_musicbox.webp"
"Iron-Song Spiked Chair","House_HousingItem_Entitlement_Chair_Metal2022_IronChair","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_chair_metal2022_ironchair.webp"
"Iron-Song Drum Chandelier","House_HousingItem_Entitlement_Lighting_Metal2022_Ceiling_DrumChandelier","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_metal2022_ceiling_drumchandelier.webp"
"Iron-Song Drum Side Table","House_HousingItem_Entitlement_Metal2022_DrumSideTable","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_metal2022_drumsidetable.webp"
"Iron-Song Hand Sculpture","House_HousingItem_Entitlement_Metal2022_RockOnHand","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_metal2022_rockonhand.webp"
"Iron-Song Axe Lute","House_HousingItem_Entitlement_Metal2022_Wall_Guitar_A","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_metal2022_wall_guitar_a.webp"
"Iron-Song Spiked Guitar","House_HousingItem_Entitlement_Metal2022_Wall_Guitar_B","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_metal2022_wall_guitar_b.webp"
"Iron-Song Lyre Shelf","House_HousingItem_Entitlement_Metal2022_Wall_HarpShelf","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_metal2022_wall_harpshelf.webp"
"Iron-Song Painting","House_HousingItem_Entitlement_Metal2022_Wall_Painting","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_metal2022_wall_painting.webp"
"Iron-Song Tour Tapestry","House_HousingItem_Entitlement_Metal2022_Wall_Poster","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_metal2022_wall_poster.webp"
"Rising-Fire Throne","House_HousingItem_Entitlement_Chair_Phoenix2022_Throne01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_chair_phoenix2022_throne01.webp"
"Rising-Fire Feathered Chandelier","House_HousingItem_Entitlement_Lighting_Phoenix2022_Ceiling_Chandelier01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_phoenix2022_ceiling_chandelier01.webp"
"Rising-Fire Brazier","House_HousingItem_Entitlement_Lighting_Phoenix2022_Floor_FirePit01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_phoenix2022_floor_firepit01.webp"
"Rising-Fire Winged Lantern","House_HousingItem_Entitlement_Lighting_Phoenix2022_Wall_Sconce01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_phoenix2022_wall_sconce01.webp"
"Rising-Fire Bouquet","House_HousingItem_Entitlement_Phoenix2022_Bouquet01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_phoenix2022_bouquet01.webp"
"Rising-Fire Pedestal","House_HousingItem_Entitlement_Phoenix2022_Pedistal01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_phoenix2022_pedistal01.webp"
"Rising-Fire Room Divider","House_HousingItem_Entitlement_Phoenix2022_RoomDivider01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_phoenix2022_roomdivider01.webp"
"Rising-Fire Glass Art","House_HousingItem_Entitlement_Phoenix2022_Wall_StainedGlass01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_phoenix2022_wall_stainedglass01.webp"
"Rising-Fire Rug","House_HousingItem_Entitlement_Rug_Phoenix2022_Rug01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_rug_phoenix2022_rug01.webp"
"Glorious Phoenix","House_HousingItem_Pet_Entitlement_Bird_Phoenix","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_pet_entitlement_bird_phoenix.webp"
"Aegyptus Sarcophagus","House_HousingItem_Entitlement_Animated_Egyptian2022_Sarcophagus01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_animated_egyptian2022_sarcophagus01.webp"
"Aegyptus Carved Bench","House_HousingItem_Entitlement_Bed_Egyptian2022_Bench01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_bed_egyptian2022_bench01.webp"
"Aegyptus Uraeus Canopic Jar","House_HousingItem_Entitlement_Egyptian2022_CanopicJar01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_egyptian2022_canopicjar01.webp"
"Aegyptus Horus Canopic Jar","House_HousingItem_Entitlement_Egyptian2022_CanopicJar02","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_egyptian2022_canopicjar02.webp"
"Aegyptus Anubis Canopic Jar","House_HousingItem_Entitlement_Egyptian2022_CanopicJar03","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_egyptian2022_canopicjar03.webp"
"Aegyptus Ancients Canopic Jar","House_HousingItem_Entitlement_Egyptian2022_CanopicJar04","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_egyptian2022_canopicjar04.webp"
"Aegyptus Bastet Pedestal","House_HousingItem_Entitlement_Egyptian2022_CatPedistal01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_egyptian2022_catpedistal01.webp"
"Aegyptus Horus Scrolls","House_HousingItem_Entitlement_Egyptian2022_Wall_Scrolls01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_egyptian2022_wall_scrolls01.webp"
"Aegyptus Scarab Table Lamp","House_HousingItem_Entitlement_Lighting_Egyptian2022_Table_ScarabLamp01","Rare","https://cdn.nw-buddy.de/nw-data/live/lyshineui/images/icons/items/housingitem/house_housingitem_entitlement_lighting_egyptian2022_table_scarablamp01.webp"
